text,actual,predicted
doubt it how can you hate jb o,1,0
i want you to write on my grandma shoes something meaningful to make me smile so that when im sad i can look at my shoe,1,0
just bought my dad some kick ass ac dc tickets for father s day section one i rule,1,0
okies thanks i think i m around hubby s out of town as usual,0,1
nevar shame if you lived in the uk i d totally let you and your bro play with my wii,1,0
just hopes today is better than yesterday,0,1
its raining love the rain want to soak under the rain afraid to get sick still the rain is nice,1,0
it s so nice outside are you stuck in the studio again,1,0
secondrecord some crap by david soul only counting ones i bought myself not the wombles and stuff that others got me as a kid,0,1
no three day weekend for me,0,1
i should be in malia right now,0,1
yeah lt 3,0,1
getting ready for might 1 of 3,0,1
didn t eat lunch skittles lng mmm,0,1
i like your life i used to have that life too,0,1
somehow my iphone 3g s is scheduled to be delivered tomorrow,1,0
neatza am dormit ca naiba as dormi tot weekendul asta been a long week insa ma pregatesc sa fug spre craiova pt romanian music awards,0,1
i ve missed the smell of chlorine in my hair im glad its back,1,0
yay i m back n im ready 2 partay actually lyf suks sum1 lyten my mood doin my english essay listnin 2 jbs n searchin 4 phenomenal woman,0,1
re 22nd the way the cult of personality is going i think there would be a lot of popular support for it,0,1
maths is boring but me are exspazzing,1,0
3 3 woo but they pulled it backright at the end,0,1
how the fuck do you have so many dykes near you im assuming its a normal bar l and suuure fancy meeting me tomorrow,1,0
fighting with my hair since this morning why today they aren t collaborating 2morrow morning i ll have to have a shower again,0,1
i had a feeling you missed it yes yes i have it recorded,1,0
i was very sceptically at the beginning to i it tried out and which i was to say it functioned really gt,1,0
oh i miss reading your long stories plus excellent english,0,1
i need to get back to work on my debate i m watching my dad game it s funny,0,1
decided i m going to clean and wax the hell out of my crip blue vdub,1,0
another series of ideal over we should start an ideal trend ideal,0,1
night work tomorrow,1,0
goodnight,0,1
is hoping praying,1,0
are you telling me to start a fire or to make a mistake or is starting the fire a mistake j k,1,0
i finally kicked my black tea addiction please do speak of it in my presence it was turning my teeth yellow,0,1
feels pity for two students molested by a their own teacher annoyed good evening guys,1,0
just snuck in a jelly donut,0,1
before i go in case i forget want to wish you a happy quot early quot birthday kindle dx too the force is strong with you,1,0
i believe your remark about the chaser s sick kid sketch on gnw was timely made people think a bit tank you,1,0
finds it funny that after three years of advancing in playing ability he still can t play the double stop passage in greensleves nicely,0,1
haha best compliment i ve had quot i love your beard quot reminds me of blackadder for some reason and yes distance too far,0,1
and no i m not crazy i m just taking advertising,0,1
ma frend miss ur phonecalls hope u recover ur nextel soon have a great day,0,1
what did he say,0,1
cant believe the weather not that it makes much difference as im bed bound this weekend,0,1
listening to morrissey greatest hits scant consolation looking forward to catching up on holliegate that i have heard so much about,0,1
watching quot american dad quot on hulu then going to sleep for another long day of school,0,1
i mean the aliens to bugger off home not you,1,0
watching my sox because they re the only men i can rely on at this point,0,1
back to the 9 5 nevermind looking forward to havin weds off yippeeee,0,1
laying on my new mattress feeling soooo comfy,1,0
sorry 2 burst ur bubble hun but u still got 1 more year congrats on being almost there though,1,0
is sleeping early tonight,1,0
just got the fring app on my iphone,1,0
i didn t have bbq but i had cheddars and this should be your anthem to abby,0,1
how s your hand are you ok,0,1
actually i probably won t be playing because i ll be getting home pretty late tonight,0,1
can t reply to dm as you re not following me,0,1
thought u been got that u mean our emails go to ur junk mail tisk tisk lol,0,1
i didn t realize how miserable long term use of an uncomfortable bed can make your life maybe the w hotel bed will go on sale,1,0
heyyyyyyyyyyyyyyy whatz hannin we about to take ova not juzz twitter how bout the worlddddddddddddddddddddddddddd,1,0
eatin sum peng ice cream y lol l bt at omee on ma bill,0,1
wow i need to twitter more,0,1
drinking my lunch not the greatest i feel like i m starvin myself,0,1
rathbun s soooo yummy last day i can bring to work,0,1
we move around what a hassle,0,1
disturbed is up next,1,0
learn for english test,0,1
it s not my man bag it s trace s he s way cool omg blake healy talked to me kinda i ran around my house telling every1,1,0
was sick today docy said i need to rest at home today well good for me,1,0
magic midori ball says absolutely,0,1
in the car with bella,1,0
i found myself watching season 5 of weeds and was extremely let down so it is true when they say that all good things come to an end,0,1
i was at 500 the other day,0,1
saw the proposal twice last night and today both with my mommy it was very good just ate way too much at macaroni grill ickk,0,1
not sure catawba co is where he d want to be but asheville triangle area and wilmington gt dc imo mainly bc i hate traffic,1,0
lol i gotz skillz but i also don t gotz patience with smushy mangos,1,0
25 years ago quot born in the usa quot i can t be this old can i,0,1
lol you wish,1,0
still driving around since noon,0,1
is amused just got back from boulder the model flaked on me that makes 3 this summer i guess my time means nothing to anyone but me,1,0
i will have a six pack by july if not abs then beer i don t even like beer so that will be my punishment,0,1
the key word was quot should quot,0,1
what a boring but relaxing day thunder and lightning scares me lol its been going on for the past 4 days,1,0
always a tough decision,1,0
if i wasn t at work i d totally take you on haha,1,0
hmmm 6 more months and i ll be 21,0,1
im getting one of these in a few months,1,0
i know o o hahaha if only i had fakes lol,0,1
nascar and asians no offense bro but that just doesn t sound right,1,0
i am pooped and tomorrow is going to be busy oh well i am excited about a certain show at 9pm o that should give me the boost i need,0,1
good morning i mean afternoon,0,1
oh yum mine is new zealand mount cass sauvignon blanc wish i had some sunshine to go with it though,0,1
on july 1st no da i m not in station,0,1
just can t vote won t let me do you know what power you have all your followers crashing the sites hahaha xx,0,1
can t audition this year wahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,0,1
i will have that same side effect for the next 10 14 days but probably from iv morphine first then percocet home,0,1
over 7k now well then if it s not broken don t fix it keep on quot talking quot and having fun too,1,0
y you booing me,0,1
i am still up packing to move in the morning,0,1
day 2 of non smoking and all is well,1,0
history and accounts tomorrow then i m done,1,0
going to take my last final wish me luck,1,0
getting ready for two intense meetings with the county on a side note after riding for three hours yesterday i feel great,1,0
yes i was eating and then it started playing and i was like what ew,0,1
im dropping maths after just one period of higher x,1,0
what s the disturbed smiley face for,0,1
oh wow lew that s not good better to catch it now rather than later i suppose,0,1
i think nobody can t see leisha s photo,0,1
again i m no good at this sort of thing,0,1
watching greek cant believe its the last day ill see you guys june 20 ahh,0,1
im clocking off early well it is me birthday afterall so im allowed,1,0
wsu wants 40k to put on pollan no wonder they have budget woes,1,0
going to bed can t be a night owl tonight cause i have a bball tournament tmrw wish me luck ugh i have to c ashley,1,0
hogs breath frequent diners baby got the stamps,1,0
heck i am photo less,0,1
not u2 i don t understand how u consider that 2b interesting u and both like that booo lol,0,1
have a ball on saturday worried about that look fab swollen eyes stunning,1,0
it s slooooooooooooow thoooooooooooough,0,1
grand theft auto dosent make you a player,1,0
doodles,1,0
the midwest will miss you back,1,0
stole post its today,1,0
la roux has to leak nao i m playing out this sampler,0,1
me neither thats the reason why i was asking you,0,1
guess who wish me luck on my job interview tomorrow,1,0
i m underneath a tree,0,1
omg all the people you follow are strippers,0,1
iz lyk god made da earth den he restd god made man den he rested den god made woman n since then neither god or man has rested,0,1
hellacopters is the perfect longboarding soundtrack if i only had the board,0,1
juusssst dance juussst prance then just go to france,1,0
never said i was,1,0
i wonder if was serious about not going out if i was there,0,1
houston that s not my problem but i ll pray for you if you need me to,1,0
they get seperated yes it s out we rented it,1,0
at least she s looking out for you,1,0
up for now saw my parents yesterday and gave my mom a card,1,0
too bad he didn t have a mini dvi to vga adapter he could have used his macbook,1,0
knows one thing that he knows nothing,0,1
yeah i know hun spammers seem to move fast though already had two in first few minutes of posting block em,1,0
nearing the end of the unpacking for now,1,0
welllll dan where is the link s i can listen to it i wanna hear this next hit,1,0
ok i admit it i m hooked,0,1
so over the driving yes i get to lay down and with my boo night twitters,1,0
103 flowers,0,1
i used to live around the corner from magnolia bakery personally i think hummingbird is really overrated,0,1
so excited seeing star trek 3rd time and going to rock climbing gym today sad i m having more fun today than my dad is,0,1
ggoing to see up today,1,0
time to put the pt out in the pasture bullet to the head,0,1
serious sleep deprivation only got 3 hours of sleep last night and 4 5 the night before i m a walking zombie red bulls ftw,0,1
yeay day off my plans tidy my room,0,1
hhmmm a lot of trons seem to be creeping up,0,1
here is post with contest wich i have won take a look if u want,1,0
no idea then i guess we wait for the king to tell us what s wrong,1,0
the first guess was riitteeee,1,0
facebook turning into friendster already i hate people who simply add me,0,1
holiday was fantastic,0,1
youtube is evill,0,1
oh jeez i just pray you are joking here you re honestly scaring the shit out of me,1,0
couldnt get to london in time to shoot 1 scene in danny dyers new film serious bad times,0,1
i hope so too,0,1
girls nite shopping with my sis but not finding much,0,1
no i m not still doesn t feel real ask me again at like 2 15 haha,1,0
summer 09 not going good,0,1
did she loose then she needs one hell of a comforting lick as well,1,0
you cock,0,1
we seriously need to organise a ukcoldfusionpissup somewhere in the uk all stay over seems most cf devs r up for beer,1,0
wei wei wei u miss me until use my lingo liao ah,0,1
nature is strange werner herzog narrating the quot certain death quot of a penguin,0,1
lmao she gets on my nerves but her music is still catchy,0,1
nope going to pizza hut,1,0
can t c me girl that sux oh well get to c her 2moro,1,0
i can t wait to see it it looks really good camp rock 2 will be awesome too when it comes out like next year,0,1
can u write by english,0,1
awesome nana is on on demand but crap its pay per view,0,1
i am better today yanks win sox s lost yanks back in first,1,0
is fucking up big time get on the ball diane get on the ball,0,1
really happened rude but he s right,1,0
i cant wait for the fall because i start acting classes,1,0
my second song has just came on foals astronauts n all search on youtube i cant post links easily cos im on my phone,0,1
definitely corrupted twitter,0,1
great i love it now i am back to nyc starting internship today,0,1
i have got to get off the lush website sooo tempting,0,1
im gonna cry at graduation,0,1
you re made of dog poo because i like you,1,0
oh cool that s my excuse to hey miley i was gonna vote n all but i cant find the vote button haha,0,1
not really you only found a way of communication that suits you don t see it as a killing but as an adaptation,1,0
says am soo tired but i miss internet surfing upload muna ako pics in facebook,1,0
busy busy weekend leaves no time for tweeting prom was fun yesterday was softball filled and today everything is canceled from rain,1,0
well just recently some project provided us with foam balls you know what happens with those heh but same ol same ol,0,1
officially the most soul destroying thing in the world writing four pages and then needing a new piece of paper for the conclusion,0,1
nopee i had my last one one monday but everyone still had theirs so haven t done anything yett andd haa tiwtter is vile lol,0,1
i can t draw is too perfect it s hard,0,1
watched twilight for the 100th time once again giving me unrealistic expectations lol,0,1
you ll never leave where you are until you decide where you d rather be,1,0
my body is again generating too much static electricity i touch a metallic object and i get a minor jhatka,0,1
ahh im back sims3 just took a weekend to hack and unlock for friends its done homies bring a blank dvd r dl,1,0
i guess dealing with a flat tire now is better than on the way to work tomorrow even if it is my anniversary,1,0
i wont be twittering to much today because ill be at a comp for most of the day so ill catch ya all later,1,0
both the kiddos are sleeping,0,1
well my euromillions syndicate filled up we won a small prize but not the biggie 110 million next week though so even better,1,0
me either woop its nice outside now x have an hour,0,1
my shoulder hurts from the driving range but ohhh how much fun i haddd,1,0
guess where am i now bras basah yet again eating at tong seng with hairul at least we re relaxing and talking did errands for iitsc,0,1
very cool i m sub 1k,0,1
installing ubuntu 9 04 over windows 7 as i had no graphics,0,1
45 minutes left and we gonna know who will go to cannes lions,1,0
jimmy fallon is hilarious i dont understand how you guys dont find him funny anyways umphrey s mcgee on ur show,0,1
i m out of here back later i have work to do unfortunately,1,0
my poor brother has no internet gonna be it support and go over and fix it for him so he can surf,1,0
needs a dollar 6 updates currently remember the red paper clip,1,0
you missed a lot of fun if you didn t go to the sale at trinoma today though i din t get to buy a lot only bought a bag and a cap,1,0
oh wow u need to be careful,0,1
good morning up early about to go check out my g neph get shredded on the field i m so hungry though,0,1
hanging up doesn t work so i figured they have wasted my time anyway so seems fair i should waste theirs too,1,0
no show,0,1
for example our erudite elucidating thread on fixreplies is not visible to others for shame,1,0
we re open sweettooth,1,0
naw naw fuck that son fuck that u best respond to every tweet and twit u fuckin get fuck the studio fuck your life,1,0
haha the psci midterm i thought i failed yea i got a c on it not good but far from an f,1,0
nic amp jack hagn n luvs ya both ty for da love jack lol i should go to bed too damn i don t wanna,0,1
i think some people were doing that to makeupblogger too,0,1
no walks for us just yet but i disinfected the whole house,0,1
it s 4 09am now and shermin is awake,0,1
boreed caant waait for thiss summer too propaa staart,1,0
booooooooo but yay for margaritas,0,1
been keeping busy on vacation in vegas right now,1,0
yay skyping my honey in korea internet is bad so we can t video chat,0,1
procrastinating,1,0
making money,1,0
movie theatres these days really disguist me,0,1
come back,0,1
heard at amp t selling mini laptops for 50 bucks got excited then learned that the special was only for atlanta philly,0,1
nope but if we win phones from squarespace we ll be good to go,0,1
omgoosh a six flags ad sorry i wanna go on thee boomarang even if i close my eyes,1,0
be glad you didn t come for tacos then no power here again for the second time in 4 days,0,1
wow how do you really feel you are allowed to check,1,0
so they duh fie uh stat uh are they,0,1
im passing over the hoover dam now almost there,1,0
met the cutest guy ever plus he s my age ok i admit little older plus he seemd to like me 2 omg prob never c him again,0,1
he ll be out of school in 18mos he just started again,0,1
also guys is back lets not pay them anymind and all have fun,0,1
what tonight we got a bday party in la tonight,0,1
when is that and where i wanna go,1,0
tweeting from my new home i now live in s old room so not woot for me,0,1
erika and i r headin to bed thrs nuthin more to do,0,1
la ive never performed in oc before are you a fan,0,1
please tell the admin to unban me,0,1
no thanks i prefer starbuck green tea latte you never talk to me,0,1
i was changing around my room but then it looked bad so i changed it back now i m eating some mints that look and taste like mentos,1,0
i went off campus for the first time ever today i feel really guilty but really good at the same time haha,1,0
140conf i am glad you took the time say this but kind of astonished that you should have to wtf,0,1
i m making a presentation with it right now and i keep swooning over it they took away the 3d color panes transition though,0,1
i seem to be an quot internet marketer guru consultant social network strategist make money online coaching mentor quot twitter magnet,0,1
severus was too good to be true for a multitude of reasons,0,1
last night country fest this morning dead tired but i got me a couple of hot guys last night well worth it,1,0
i didn t get to go to lp4 pt 2 but i m still having fun with brian,1,0
i m on s5 i m starting to feel like it s run it s course it s ok just not the same that chinese was amazing,0,1
lmao back in queens now,0,1
i want mint chocolate biscuits my fave vegan tim tams are ok but no mint ones,0,1
i m cooolllll,0,1
well i put on mask when going out to cwb and mk anyways bad air so now no so weird for me actually,1,0
everybody is new once i paid for both,0,1
my hands are froozing,0,1
just look this hellacious desk good grief,0,1
i could cut your feet off so you wont deal with it,1,0
going to bed very weird without,0,1
just dropped spencer off at home and im a big burly gay man,1,0
ah i hope you feel better,0,1
had a really good dream last night,0,1
gets ready to go out in 2 minutes and waits for friend for 28 minutes,0,1
we have launched a beta version of our website no real products as yet though,0,1
not looking forward to another 5 day work week when the weather is this beautiful george strait friday,0,1
i m looking for everyday earrings too nis coz my current earrings are not that good if i find them i ll text you kay,0,1
new moon lol p s super proud of my baby alba but no it doesn t mean you don t have to study for finals gt gt,1,0
today is a classic country day hank willie and waylon my poor office that puts up with me,1,0
ah oui qd m me que de stats big is watching us,0,1
i woke up at 8 30 and hour a go and still am tried just watched some cartoons because of my nephew made me got a big day today,1,0
at work protecting the innocent weak from the guilty strong,1,0
bets friend left now real time with bill maher,0,1
goodnight up in a few hours,0,1
i wish i could tlak to you i m on the line right now i quot m seriously your biggest fan,1,0
are you ok,0,1
no w for the empower rangers this session,0,1
just got back from the race for life walked it in 57 minutes now my feet really hurt x,1,0
getting shitty,1,0
what s up,0,1
at work resting lol i knw im not suppose to be but soooo freakn what,1,0
where is my protector the one who will step on people for me,0,1
haha kewl i cannt believ im not doing anything this summerr,0,1
only four days of sunshine this month,0,1
every single person i know has already seen star trek,0,1
yay for having no plans tonight,0,1
welcome to my world,0,1
why why the best bands in world never comes here or near here,0,1
steve mcqueen haven t heard this in ages,1,0
how come you and everyone else seem to find such awesome bargains in tk maxx i only seem to see the crap stuff,0,1
wow you going to do me like that with the preach cobber,0,1
it s so hard to resist the temptation to shop i don t like saving too much of a challenge,0,1
maaa tolong aku bwat essayy plzzzz,1,0
another long day of work in store sweet,0,1
well if you know everything then you should know it would be a bad idea to do that hmm,1,0
i m slightly allgeric to apples,0,1
these fuckers want more i just made 4 more burgers and a grilled cheese hippies,0,1
u want to watch it i can give you the link,1,0
glad to hear it although its pretty miserable out there now,0,1
naw i missed it but thanx boo i put you in my follow firday thang,1,0
i wish the new acropolis museum site was half as good as this one,0,1
mel are you headed over there omg,0,1
oh btw i just found a pepperoni pizza in my freezer daddy didn t tell me about guess what we re having for supper tomorrow,1,0
hahaha i m driving so i leave roundabouts when i wake up tomorrow arrive proximately 5 hrs from then see ya tmw,1,0
awww someone wanted to feed themselves,1,0
hangin with the old gang tonight was pretty damn good except for the fact that we re 19 23 now,0,1
it s my favorite store nyc and boston are the best ones i ve been to there s even one in virginia beach yet not here,0,1
is reaadddyyy sleep n wake up 2more times lolol,1,0
that game was pretty fun to watch the swingers are kind of bitter rivals for us,0,1
oh my gosh you have a 17 year old son you look too young to have a 17 year old,1,0
planning to cook dinner for mom tonight what should i make ne suggestions,0,1
rented 4 movies gotz popcorn now have to work then watch them later,0,1
autopano seems to be taking the max amount of time to correct lens distortion,0,1
not happy i don t like it when people post results it spoils it for those that tivo shows,0,1
lol you should be they never reply to me lol,0,1
pleae talk to me peoples,0,1
good morning twitterland its going on 8 here my daughter woke me up 7 after a busy day and late night yesterday,0,1
just finished my nick amp norah book its crazy how much this book reminds me of myself well from norahs p o v,0,1
had a nice long day of job hunting,0,1
justin stole my purple sparkly bouncy ball,0,1
land of the lost was alright will ferrell is funny oh and that mutant mosquito was sooo sick in a bad way,1,0
talking to my booboo on aim hopefully i get to see you tomorrow at the dinner with me,0,1
home from shopping my feet hurt so bad vote for demi for her 3 teen choice awards,1,0
i am sitting all alone on stickam,0,1
another rainy day,1,0
again enchanted by the miracle of life 7 newborn babies at the hospital today,1,0
thank you ya i thought you understood me,0,1
how was driving fo 2 hours,1,0
crashing at briar s cribwith georgia,1,0
there will be other fairytales waiting,1,0
headdesk was looking forward to using that later,0,1
my heart just dropped to my stomach for a second there uh oh,1,0
it is such a great show there are actually 3 seasons but the last is a shortened one since it didn t get picked up,0,1
i ve got my laptop lowbat so i better shut it down haha i m off goodbye,1,0
surf s looking onshore night still get waves though i hear great things about tomorrow,0,1
i d call it quot extended hospital stay quot but sign me up for a ride,1,0
ah turns out youtube is now a bitch that limits video lengths so we have to reshoot,0,1
there was only one tweet tweet btw lol seee i told u lol but yeah i m slippin i shoulda told yall sorrwee,0,1
yummmm wine and booo people in this town still suck time to move,1,0
if i wanted a dog to follow me i d just go buy a big steak really you should see this,1,0
when i have mine it pure knacks specially like 2 days before,0,1
oh not sure if we have that in hawaii,0,1
i wonder how many people are using twitter right now hmm brb i m about to go to the gym then study thermodynamics,0,1
so the destination symposium is over on st thomas back to the office,0,1
but i don t got a pussy lol,0,1
i guess this is it time to retire this day such a great day i hate to see it go i can t wait till tomorrow life is good,1,0
seriously i ve already read about seven articles saying it s gonna get the chop,0,1
get it girl when are u coming to visit me,0,1
not yet not by a normal source either but they re pretty adamant i should know by 12 qpr,0,1
venezuellaa,0,1
back homee but not much time about half an hour my friend lente take me to her home amp then to the orchestra d,1,0
i miss when the simpsons was funny and worth watching,0,1
and how hard do volvo make it to check spark plug gaps i have a degree in engineering and it is still daunting for me,0,1
i wish i could join the dinner with you,1,0
yea but sometimes ignorance is bliss its kinda a catch 22,0,1
don t think i d spend that much energy on it macs will be under consideration come the time to replace this notebook,1,0
got bored lol going to bed,1,0
i would be too,0,1
latest version on tweets60 website is 1 22,0,1
i just almost fell off my bed lmao,1,0
good sleep good mood still got a nasty cough though that s not gonna stop me,1,0
not good i want my freedom back,0,1
your not that toll you should be ok,1,0
thanks lol i m lucky i live in vancouver but i still can t get to the set that often,0,1
i ll pay you cash money to come take the cat that comes around my home puh leeeeze,1,0
about to leave for my chem final just figured out how to twitter from my blackberry,1,0
always catch you on here when i m gone how have you been hun,1,0
hehehe ma 3indikum tv ibdawamkum i m hungry as helll tawni kalait pineapple slices bes i want real food,0,1
mah c kat oh piece what man n kelosing,0,1
aw haha i reckon i could ve done better aw don t cry,1,0
but he is cute,0,1
i was soooo over izzy too i m done for the night i just can t believe it but it is true,0,1
naked toes s,0,1
home sweet home now the beach is a bit more than 10 minutes away,0,1
c i y l h ng tuy n y ch b c h m qua em ng i trong l p ls c t p 1 th y m y o n t h t c ng i r i,1,0
waiting for a video to download an than im off to sleep,1,0
i m setting up the new palm pre installing bunch of apps which are all but useless however it s palm,0,1
the inspirational music for the solution you cant ok so tonight i will try to find time for a blip for you i do not forget,0,1
i m most likely going to call it off no one came,0,1
got frontier linden to find my mising sim and sheldon linden to re name another rez boxed two custom waterfalls and a grotto lunch time,1,0
seniors done 5 more days woohoo going out for the night,0,1
oh but aren t you going to your company picnic today i ll be there,0,1
devo watch us work it watch me work it today s music birthdays may 18th,1,0
yes i agree i am part of the impatient generation,0,1
where you going,0,1
i wanna sleep or at least enjoy this beautiful day,0,1
hss09 i can network better while live tweeting than while moving around not enough tweeters here though,0,1
had a lovely big bowl of honey nut cornflakes but due to some malfuction with my eating i didnt eat it all,0,1
danger she smash the homies should be at sneaky s trying to steal cocktail s man hollerrr,0,1
omg whoa so are they going to have you sing you told me you couldn t sing even though i wud buy your album anyway,1,0
good morning everyone ah monday morning my favourite,0,1
think what it was like when it took 19 floppy disks to install windows do you remember floppy disks,1,0
naman,1,0
oh damn now that s a convo i d love to hear hey i miss ur raspy ass voice and stealing my alcohol,1,0
i was wrong i get both facebook and twitter on seesmic desktop and mixed them up sorry,1,0
urggggg so beat luwow was awesome next week is the last pic meeting lovethatbigfamily lol,0,1
why is it so light out i just woke up and freaked cuz i thought i over blacked out happy june,1,0
what the fuck scout is reserved at the rp i was looking at,0,1
did my poetry reading at kevro s tonight even though none of my friends were watching,0,1
revising and watching tv and on this am such a multitasker,1,0
our love is like a song but you won t sing along you ve forgotten about us lt 3,0,1
car service arrived on time en route to airport maui here i come,1,0
no kidding i think we may finally have it going but it is past my bedtime this is now gonna take all night sato48,0,1
all garden veggies doing great potatoes are about 18 quot tall gt gt gt time to do a little weeding not my favorite chore,0,1
good to meet you been so busy at work there will more tweet twaffic though,0,1
testing destroy twitter right now dont think i like it as much,0,1
had a great idea to roller blade amp walk my dog having a great time till he saw a dog and took off that will hurt in the morning,0,1
musiq soulchild is on after chrisette michelle at njpac his show is merely quot good quot kind of a let down something is missing,0,1
i have to genius bar my macbook pro on saturday loud fan sound coming out of left side,0,1
nice,0,1
poor u ayanne van is museum antique hehe sorry can t score u a new car come over here will let u use my honda sports,1,0
just got 2 new clips for my gun no one wants to run out of ammo in the heat of battle,1,0
i heard its supposed to be really good let us know,1,0
goodmorning it is mothers days but my mother has already had her present but we also got some flowers and she doesn t know that,0,1
i m ecstatic that i have a 4 3 gpa for the semester right now i highly doubt it will stay after my other two class grades get posted,0,1
security in sellick park are idiots haha game was good long walk back down london road now,0,1
shut up you guys i love you guys but your confusing me,0,1
just left starbucks with liya brandon and nik,1,0
waiting for driver so tagal w i ll miss the gamee eh eh eh the games at 7pm rush rush rush s,0,1
not hungover stopped drinking last night as my body said no still lying in bed making tea and coffee,1,0
yay going to plastic on thursday,0,1
thnk u i would say the same bout u but i can t see ur pic on my blackberry how r u,0,1
yep fun song you sell the stock you probably wont get enough money to spend,1,0
first day of college so beat,0,1
creating a copy of your music library in compressed format takes forever,0,1
boo well i believe they d have great buffalo wings,1,0
iremember getting taught hw 2play cards by my flight attendnt at age 6 x,1,0
pshhhht it should be australia here we come,0,1
oops typoed one not sorry matt my bad,1,0
that iam lol amp amp so i m watchin dhw havent seen spongebob in a minute tho,0,1
more than welcome would love to do more physically but family life doesn t allow,0,1
why does millions of milkshakes be so far,0,1
wishing everyone a happy monday another week to make changes,1,0
funny how ppl we sometimes love so much can cause so much chaos that s when u know it s time to let them go fam or long time friend,0,1
dammit now im hungry time to buy some whip cream for more starberries,1,0
quot i had night friends bizarre and fascinating people i d never see in daylight quot garancedore i miss you night friends,0,1
endless streams of tea it s a holiday day here how do i know it s raining,1,0
258 channels and nothing to watch,0,1
just watched rush hour 2 with tara now she wants to watch what happens in vegas stays in vegas,0,1
because i changed the tweet like 5 times before sending it,0,1
i wanna go see drag me to hell off to the hospital tomorrow,1,0
thanks and yea im searching for my camera cord and cant find it,0,1
you cant steal her for a gang she is in swab shainawayashleighbrasier,0,1
beinazir outttttt shes boring x,1,0
feel better babe we have humanities together tomorrow dont worry about the english you can copy my sg answers ilu,1,0
i think alllof my boys have forgotten about their fav babelaert today,0,1
nope but yooo every thursday promenade ladies free b4 1230 rsvp quot honeycombthursdays com quot i better see u boo,0,1
lol aw bless u for the hashtag but im giving up on it,0,1
morning star shines the earth says hello outside my window clouds wind and gloom unbelivibly this is ok weather for up north,1,0
im tireddddddddddddddddddddddddddd walked right round liverpool 1 with my lovely jess and never gor a card for grandad or nat x,0,1
luv squeemote but wish it had better ui for controlling synced devices,0,1
is 44 today,0,1
i m scrubbing eggs clean yep with a scouring pad such fun this is only in my home will you see such clean eggs,1,0
tummy tum tum missed out on wifey birthday dinner because of taekwondo class tonight just caught up,1,0
i don t want all the people i m following to feed my twitterfox i should be able to customise kind of a quot twitterfox quot list please,1,0
back 2work twitter on pause 4 now l8rz twits x,0,1
yeah me too just kinda quot off quot not sick i don t think maybe just lack of sleep how are you doing,1,0
i just thought because you had as someone you were following you might do sorry,1,0
hope ya sleepin well guys still here,0,1
think about how you enable others to express their thoughts and feelings learn to connect,1,0
2 more weeks of class left,1,0
come to england,1,0
i retweeted you and the post was already quot down quot wtf,0,1
and off i go later tweeps i ll find time later since i ll prolly arrive here around more or less 10pm and i have to wake up tom at 4am,0,1
i was just teasing you no need to apologize this time,1,0
wishing i was watching kelly clarkson,0,1
going out tonight wont drink too much hopefully lt 3,1,0
take care of your leg wishing you a speedy recovery,1,0
unless sky pick it up at the last minute i think the only way to watch it will be channel 9 streams on the likes of justin tv,0,1
omg so tired well going for a walk now causei t not raning atm,1,0
i would go with laptop since you can take it anywhere with you,1,0
says i ate already,1,0
roche030 not really i dont go out much but i did go out tonite,1,0
rawr i have like no voice,0,1
that would be now tot aan de andere kant van de file,1,0
i just unfollowed someone in your honor,1,0
must be nice,0,1
a whole sunny day to be spent studying accounting not my definition of fun,0,1
thanks fam i think i got it was an accident,0,1
i ran into my mellybelly,1,0
i was gonna pause you for quot great end of the stick quot but i sense pain so i won t but i hear you lol,0,1
yessir why are you staying up i have a final at 830,0,1
is it on touchflo most htc phones have that interface,1,0
nope haven t forgot i m just super busy this month we will go i just don t know when,1,0
robert yeah i was trying to think when the last time i used dogpile was i think i was on dialup re,1,0
damn this spelling crap i t i m,1,0
i start work tomorrow first time working full time 9 5 job,1,0
i have become my mother i just packed teabags for a weekend in ny,0,1
me 2,0,1
robert just won ahhhh,1,0
thanks for us open explanation just lost you again this morning to meet the press switching to watch cbs sunday morning,0,1
hey hun i couldnt imagine traveling like you do keep your head up your such an inspiration to many we all live up to you,0,1
you have to follow me 1st to send a dm,0,1
it s r2 it s on adult swim,1,0
i like the sky right now weird huh no wind either outside on the tramp even tho my neck hurts like shit can t look left very well,1,0
i can t phone tweet,0,1
what did you get i want to see,1,0
i will i will just call and get me outta work,1,0
isn t he pretty like that,1,0
you re not showing up in my timeline and i cant send you dm s ru following i think twitter is being funky this weekend,0,1
and again sun why doesn t it rain only a cold one day i want it not a lot just for a while,1,0
that s amazing that you get to work together kudos to cundari for the smart package hire e3 was just rly busy,0,1
just ate 3 dairy milk bars what a fatty,1,0
seward is so windy pizza today mmm finishing the mummy,0,1
good question aside from offbeat bride and other bride blogs i got nothing,0,1
saying good bye to the high lighter yellow nail polish my professors don t like it,0,1
the film was amazing u laugh and cry in the first 15 minutes the dog is just like my golden retriever i miss him soo much,0,1
why you re ognna go to the academy and have fun,0,1
i think my computer is getting hacked i was trying to sleep today it was turning on and off by it s self randumly weird aey,1,0
oh god friends like that arn t really friends stick with us tj girrrlllsss haha lt 3,0,1
i can t see it,0,1
im officialy going now im very very very very very very very tired nighty night twitterland,0,1
me and ken are leaving for the barn i will work him hard then we are going to eat breakfast at diamonds,1,0
